date,amount,category,description
2024-08-27,1155.53,Utilities,Expense for Utilities on 27-Aug
2024-08-27,442.41,Food,Expense for Food on 27-Aug
2024-08-28,721.0,Food,Expense for Food on 28-Aug
2024-08-28,282.72,Rent,Expense for Rent on 28-Aug
2024-08-28,216.06,Utilities,Expense for Utilities on 28-Aug
2024-08-29,516.51,Healthcare,Expense for Healthcare on 29-Aug
2024-08-29,767.59,Education,Expense for Education on 29-Aug
2024-08-29,327.76,Food,Expense for Food on 29-Aug
2024-08-30,478.85,Entertainment,Expense for Entertainment on 30-Aug
2024-08-30,855.45,Entertainment,Expense for Entertainment on 30-Aug
2024-08-30,292.34,Food,Expense for Food on 30-Aug
2024-08-31,375.24,Entertainment,Expense for Entertainment on 31-Aug
2024-08-31,787.05,Food,Expense for Food on 31-Aug
2024-08-31,766.54,Entertainment,Expense for Entertainment on 31-Aug
2024-09-01,16552.69,Utilities,Expense for Utilities on 01-Sep
2024-09-01,19466.62,Utilities,Expense for Utilities on 01-Sep
2024-09-01,13581.14,Rent,Expense for Rent on 01-Sep
2024-09-02,590.66,Utilities,Expense for Utilities on 02-Sep
2024-09-02,421.25,Entertainment,Expense for Entertainment on 02-Sep
2024-09-02,377.19,Education,Expense for Education on 02-Sep
2024-09-03,25.7,Entertainment,Expense for Entertainment on 03-Sep
2024-09-03,1099.87,Food,Expense for Food on 03-Sep
2024-09-03,345.88,Healthcare,Expense for Healthcare on 03-Sep
2024-09-04,665.39,Rent,Expense for Rent on 04-Sep
2024-09-04,404.84,Healthcare,Expense for Healthcare on 04-Sep
2024-09-04,345.41,Utilities,Expense for Utilities on 04-Sep
2024-09-05,712.5,Food,Expense for Food on 05-Sep
2024-09-05,805.74,Food,Expense for Food on 05-Sep
2024-09-05,323.58,Utilities,Expense for Utilities on 05-Sep
2024-09-06,754.52,Food,Expense for Food on 06-Sep
2024-09-06,711.8,Food,Expense for Food on 06-Sep
2024-09-06,616.21,Food,Expense for Food on 06-Sep
2024-09-07,533.14,Food,Expense for Food on 07-Sep
2024-09-07,733.99,Entertainment,Expense for Entertainment on 07-Sep
2024-09-07,1076.3,Entertainment,Expense for Entertainment on 07-Sep
2024-09-08,569.31,Rent,Expense for Rent on 08-Sep
2024-09-08,447.93,Transport,Expense for Transport on 08-Sep
2024-09-08,185.92,Food,Expense for Food on 08-Sep
2024-09-09,821.91,Food,Expense for Food on 09-Sep
2024-09-09,1275.02,Rent,Expense for Rent on 09-Sep
2024-09-09,568.1,Rent,Expense for Rent on 09-Sep
2024-09-10,678.71,Entertainment,Expense for Entertainment on 10-Sep
2024-09-10,270.1,Entertainment,Expense for Entertainment on 10-Sep
2024-09-10,914.84,Healthcare,Expense for Healthcare on 10-Sep
2024-09-11,389.41,Education,Expense for Education on 11-Sep
2024-09-11,474.78,Rent,Expense for Rent on 11-Sep
2024-09-11,18.16,Transport,Expense for Transport on 11-Sep
2024-09-12,593.93,Healthcare,Expense for Healthcare on 12-Sep
2024-09-12,348.78,Rent,Expense for Rent on 12-Sep
2024-09-12,378.29,Education,Expense for Education on 12-Sep
2024-09-13,622.47,Entertainment,Expense for Entertainment on 13-Sep
2024-09-13,923.83,Entertainment,Expense for Entertainment on 13-Sep
2024-09-13,1038.57,Entertainment,Expense for Entertainment on 13-Sep
2024-09-14,492.7,Entertainment,Expense for Entertainment on 14-Sep
2024-09-14,285.23,Food,Expense for Food on 14-Sep
2024-09-14,1132.11,Entertainment,Expense for Entertainment on 14-Sep
2024-09-15,491.93,Healthcare,Expense for Healthcare on 15-Sep
2024-09-15,824.27,Food,Expense for Food on 15-Sep
2024-09-15,1031.13,Food,Expense for Food on 15-Sep
2024-09-16,563.52,Utilities,Expense for Utilities on 16-Sep
2024-09-16,301.0,Utilities,Expense for Utilities on 16-Sep
2024-09-16,499.1,Education,Expense for Education on 16-Sep
2024-09-17,251.32,Utilities,Expense for Utilities on 17-Sep
2024-09-17,283.63,Rent,Expense for Rent on 17-Sep
2024-09-17,294.56,Healthcare,Expense for Healthcare on 17-Sep
2024-09-18,752.36,Healthcare,Expense for Healthcare on 18-Sep
2024-09-18,455.69,Food,Expense for Food on 18-Sep
2024-09-18,450.61,Utilities,Expense for Utilities on 18-Sep
2024-09-19,506.97,Healthcare,Expense for Healthcare on 19-Sep
2024-09-19,484.87,Education,Expense for Education on 19-Sep
2024-09-19,228.82,Rent,Expense for Rent on 19-Sep
2024-09-20,1427.7,Food,Expense for Food on 20-Sep
2024-09-20,794.3,Food,Expense for Food on 20-Sep
2024-09-20,866.9,Entertainment,Expense for Entertainment on 20-Sep
2024-09-21,876.54,Food,Expense for Food on 21-Sep
2024-09-21,681.63,Entertainment,Expense for Entertainment on 21-Sep
2024-09-21,967.2,Entertainment,Expense for Entertainment on 21-Sep
2024-09-22,792.32,Utilities,Expense for Utilities on 22-Sep
2024-09-22,237.62,Food,Expense for Food on 22-Sep
2024-09-22,167.19,Utilities,Expense for Utilities on 22-Sep
2024-09-23,690.37,Entertainment,Expense for Entertainment on 23-Sep
2024-09-23,753.72,Entertainment,Expense for Entertainment on 23-Sep
2024-09-23,394.54,Rent,Expense for Rent on 23-Sep
2024-09-24,861.1,Utilities,Expense for Utilities on 24-Sep
2024-09-24,103.0,Healthcare,Expense for Healthcare on 24-Sep
2024-09-24,566.93,Food,Expense for Food on 24-Sep
2024-09-25,421.97,Education,Expense for Education on 25-Sep
2024-09-25,637.93,Entertainment,Expense for Entertainment on 25-Sep
2024-09-25,803.28,Utilities,Expense for Utilities on 25-Sep
2024-09-26,643.16,Food,Expense for Food on 26-Sep
2024-09-26,466.93,Healthcare,Expense for Healthcare on 26-Sep
2024-09-26,653.11,Entertainment,Expense for Entertainment on 26-Sep
2024-09-27,553.42,Food,Expense for Food on 27-Sep
2024-09-27,283.73,Food,Expense for Food on 27-Sep
2024-09-27,1117.06,Entertainment,Expense for Entertainment on 27-Sep
2024-09-28,1091.42,Entertainment,Expense for Entertainment on 28-Sep
2024-09-28,584.54,Food,Expense for Food on 28-Sep
2024-09-28,868.63,Entertainment,Expense for Entertainment on 28-Sep
2024-09-29,297.94,Food,Expense for Food on 29-Sep
2024-09-29,519.09,Food,Expense for Food on 29-Sep
2024-09-29,325.49,Rent,Expense for Rent on 29-Sep
2024-09-30,535.73,Transport,Expense for Transport on 30-Sep
2024-09-30,713.86,Healthcare,Expense for Healthcare on 30-Sep
2024-09-30,545.87,Transport,Expense for Transport on 30-Sep
2024-10-01,13483.34,Rent,Expense for Rent on 01-Oct
2024-10-01,16476.13,Utilities,Expense for Utilities on 01-Oct
2024-10-01,12722.9,Rent,Expense for Rent on 01-Oct
2024-10-02,459.23,Healthcare,Expense for Healthcare on 02-Oct
2024-10-02,619.22,Healthcare,Expense for Healthcare on 02-Oct
2024-10-02,558.5,Healthcare,Expense for Healthcare on 02-Oct
2024-10-03,690.55,Rent,Expense for Rent on 03-Oct
2024-10-03,465.48,Healthcare,Expense for Healthcare on 03-Oct
2024-10-03,458.74,Healthcare,Expense for Healthcare on 03-Oct
2024-10-04,549.6,Entertainment,Expense for Entertainment on 04-Oct
2024-10-04,629.76,Food,Expense for Food on 04-Oct
2024-10-04,643.0,Food,Expense for Food on 04-Oct
2024-10-05,779.41,Food,Expense for Food on 05-Oct
2024-10-05,1282.18,Entertainment,Expense for Entertainment on 05-Oct
2024-10-05,876.86,Entertainment,Expense for Entertainment on 05-Oct
2024-10-06,88.97,Food,Expense for Food on 06-Oct
2024-10-06,438.23,Entertainment,Expense for Entertainment on 06-Oct
2024-10-06,273.31,Education,Expense for Education on 06-Oct
2024-10-07,1005.22,Rent,Expense for Rent on 07-Oct
2024-10-07,251.22,Utilities,Expense for Utilities on 07-Oct
2024-10-07,33.3,Entertainment,Expense for Entertainment on 07-Oct
2024-10-08,851.38,Rent,Expense for Rent on 08-Oct
2024-10-08,579.97,Transport,Expense for Transport on 08-Oct
2024-10-08,317.81,Transport,Expense for Transport on 08-Oct
2024-10-09,606.72,Transport,Expense for Transport on 09-Oct
2024-10-09,768.07,Education,Expense for Education on 09-Oct
2024-10-09,56.44,Healthcare,Expense for Healthcare on 09-Oct
2024-10-10,21.71,Healthcare,Expense for Healthcare on 10-Oct
2024-10-10,17.36,Education,Expense for Education on 10-Oct
2024-10-10,649.74,Food,Expense for Food on 10-Oct
2024-10-11,694.15,Food,Expense for Food on 11-Oct
2024-10-11,766.11,Food,Expense for Food on 11-Oct
2024-10-11,1044.84,Food,Expense for Food on 11-Oct
2024-10-12,769.69,Food,Expense for Food on 12-Oct
2024-10-12,858.25,Food,Expense for Food on 12-Oct
2024-10-12,531.4,Food,Expense for Food on 12-Oct
2024-10-13,1041.01,Entertainment,Expense for Entertainment on 13-Oct
2024-10-13,581.55,Entertainment,Expense for Entertainment on 13-Oct
2024-10-13,295.05,Education,Expense for Education on 13-Oct
2024-10-14,652.79,Healthcare,Expense for Healthcare on 14-Oct
2024-10-14,464.06,Food,Expense for Food on 14-Oct
2024-10-14,15.54,Food,Expense for Food on 14-Oct
2024-10-15,304.5,Rent,Expense for Rent on 15-Oct
2024-10-15,454.48,Utilities,Expense for Utilities on 15-Oct
2024-10-15,386.47,Entertainment,Expense for Entertainment on 15-Oct
2024-10-16,808.37,Rent,Expense for Rent on 16-Oct
2024-10-16,808.1,Food,Expense for Food on 16-Oct
2024-10-16,305.39,Education,Expense for Education on 16-Oct
2024-10-17,264.6,Utilities,Expense for Utilities on 17-Oct
2024-10-17,700.66,Healthcare,Expense for Healthcare on 17-Oct
2024-10-17,362.87,Transport,Expense for Transport on 17-Oct
2024-10-18,787.25,Entertainment,Expense for Entertainment on 18-Oct
2024-10-18,929.76,Food,Expense for Food on 18-Oct
2024-10-18,662.24,Entertainment,Expense for Entertainment on 18-Oct
2024-10-19,381.5,Entertainment,Expense for Entertainment on 19-Oct
2024-10-19,1000.3,Food,Expense for Food on 19-Oct
2024-10-19,546.04,Food,Expense for Food on 19-Oct
2024-10-20,820.19,Healthcare,Expense for Healthcare on 20-Oct
2024-10-20,262.45,Entertainment,Expense for Entertainment on 20-Oct
2024-10-20,162.1,Food,Expense for Food on 20-Oct
2024-10-21,552.24,Entertainment,Expense for Entertainment on 21-Oct
2024-10-21,244.61,Entertainment,Expense for Entertainment on 21-Oct
2024-10-21,340.28,Education,Expense for Education on 21-Oct
2024-10-22,653.5,Food,Expense for Food on 22-Oct
2024-10-22,158.61,Transport,Expense for Transport on 22-Oct
2024-10-22,123.85,Healthcare,Expense for Healthcare on 22-Oct
2024-10-23,454.67,Entertainment,Expense for Entertainment on 23-Oct
2024-10-23,577.69,Rent,Expense for Rent on 23-Oct
2024-10-23,538.31,Healthcare,Expense for Healthcare on 23-Oct
2024-10-24,260.72,Healthcare,Expense for Healthcare on 24-Oct
2024-10-24,891.4,Food,Expense for Food on 24-Oct
2024-10-24,714.16,Healthcare,Expense for Healthcare on 24-Oct
2024-10-25,414.31,Food,Expense for Food on 25-Oct
2024-10-25,669.09,Entertainment,Expense for Entertainment on 25-Oct
2024-10-25,789.0,Food,Expense for Food on 25-Oct
2024-10-26,946.67,Food,Expense for Food on 26-Oct
2024-10-26,1006.51,Food,Expense for Food on 26-Oct
2024-10-26,841.34,Food,Expense for Food on 26-Oct
2024-10-27,534.66,Food,Expense for Food on 27-Oct
2024-10-27,564.45,Entertainment,Expense for Entertainment on 27-Oct
2024-10-27,454.38,Entertainment,Expense for Entertainment on 27-Oct
2024-10-28,528.2,Utilities,Expense for Utilities on 28-Oct
2024-10-28,502.03,Education,Expense for Education on 28-Oct
2024-10-28,346.11,Entertainment,Expense for Entertainment on 28-Oct
2024-10-29,624.11,Rent,Expense for Rent on 29-Oct
2024-10-29,268.43,Transport,Expense for Transport on 29-Oct
2024-10-29,150.2,Education,Expense for Education on 29-Oct
2024-10-30,142.83,Education,Expense for Education on 30-Oct
2024-10-30,61.84,Entertainment,Expense for Entertainment on 30-Oct
2024-10-30,354.77,Healthcare,Expense for Healthcare on 30-Oct
2024-10-31,648.04,Entertainment,Expense for Entertainment on 31-Oct
2024-10-31,542.47,Utilities,Expense for Utilities on 31-Oct
2024-10-31,829.93,Rent,Expense for Rent on 31-Oct
2024-11-01,13348.82,Rent,Expense for Rent on 01-Nov
2024-11-01,16805.98,Rent,Expense for Rent on 01-Nov
2024-11-01,15633.09,Utilities,Expense for Utilities on 01-Nov
2024-11-02,781.43,Entertainment,Expense for Entertainment on 02-Nov
2024-11-02,838.36,Food,Expense for Food on 02-Nov
2024-11-02,830.38,Food,Expense for Food on 02-Nov
2024-11-03,313.09,Utilities,Expense for Utilities on 03-Nov
2024-11-03,747.36,Utilities,Expense for Utilities on 03-Nov
2024-11-03,619.08,Rent,Expense for Rent on 03-Nov
2024-11-04,689.78,Healthcare,Expense for Healthcare on 04-Nov
2024-11-04,335.04,Healthcare,Expense for Healthcare on 04-Nov
2024-11-04,526.93,Utilities,Expense for Utilities on 04-Nov
2024-11-05,325.52,Transport,Expense for Transport on 05-Nov
2024-11-05,365.63,Healthcare,Expense for Healthcare on 05-Nov
2024-11-05,345.06,Education,Expense for Education on 05-Nov
2024-11-06,623.99,Food,Expense for Food on 06-Nov
2024-11-06,730.22,Rent,Expense for Rent on 06-Nov
2024-11-06,388.21,Education,Expense for Education on 06-Nov
2024-11-07,653.12,Healthcare,Expense for Healthcare on 07-Nov
2024-11-07,442.67,Education,Expense for Education on 07-Nov
2024-11-07,621.18,Food,Expense for Food on 07-Nov
2024-11-08,875.98,Entertainment,Expense for Entertainment on 08-Nov
2024-11-08,1100.3,Entertainment,Expense for Entertainment on 08-Nov
2024-11-08,564.57,Entertainment,Expense for Entertainment on 08-Nov
2024-11-09,638.97,Food,Expense for Food on 09-Nov
2024-11-09,508.38,Food,Expense for Food on 09-Nov
2024-11-09,811.64,Food,Expense for Food on 09-Nov
2024-11-10,686.32,Rent,Expense for Rent on 10-Nov
2024-11-10,632.03,Transport,Expense for Transport on 10-Nov
2024-11-10,790.53,Entertainment,Expense for Entertainment on 10-Nov
2024-11-11,791.54,Transport,Expense for Transport on 11-Nov
2024-11-11,443.75,Entertainment,Expense for Entertainment on 11-Nov
2024-11-11,419.33,Rent,Expense for Rent on 11-Nov
2024-11-12,368.22,Education,Expense for Education on 12-Nov
2024-11-12,267.74,Transport,Expense for Transport on 12-Nov
2024-11-12,587.51,Entertainment,Expense for Entertainment on 12-Nov
2024-11-13,662.79,Rent,Expense for Rent on 13-Nov
2024-11-13,806.3,Education,Expense for Education on 13-Nov
2024-11-13,485.0,Food,Expense for Food on 13-Nov
2024-11-14,173.03,Utilities,Expense for Utilities on 14-Nov
2024-11-14,52.19,Education,Expense for Education on 14-Nov
2024-11-14,177.74,Rent,Expense for Rent on 14-Nov
2024-11-15,888.85,Entertainment,Expense for Entertainment on 15-Nov
2024-11-15,481.93,Food,Expense for Food on 15-Nov
2024-11-15,810.07,Entertainment,Expense for Entertainment on 15-Nov
2024-11-16,552.74,Entertainment,Expense for Entertainment on 16-Nov
2024-11-16,765.89,Food,Expense for Food on 16-Nov
2024-11-16,983.41,Food,Expense for Food on 16-Nov
2024-11-17,607.36,Food,Expense for Food on 17-Nov
2024-11-17,677.52,Education,Expense for Education on 17-Nov
2024-11-17,653.46,Utilities,Expense for Utilities on 17-Nov
2024-11-18,278.52,Utilities,Expense for Utilities on 18-Nov
2024-11-18,824.39,Utilities,Expense for Utilities on 18-Nov
2024-11-18,105.34,Transport,Expense for Transport on 18-Nov
2024-11-19,717.54,Transport,Expense for Transport on 19-Nov
2024-11-19,579.59,Transport,Expense for Transport on 19-Nov
2024-11-19,3.12,Transport,Expense for Transport on 19-Nov
2024-11-20,424.25,Entertainment,Expense for Entertainment on 20-Nov
2024-11-20,387.65,Entertainment,Expense for Entertainment on 20-Nov
2024-11-20,205.13,Food,Expense for Food on 20-Nov
2024-11-21,235.77,Education,Expense for Education on 21-Nov
2024-11-21,500.86,Food,Expense for Food on 21-Nov
2024-11-21,934.91,Food,Expense for Food on 21-Nov
2024-11-22,583.58,Entertainment,Expense for Entertainment on 22-Nov
2024-11-22,658.3,Entertainment,Expense for Entertainment on 22-Nov
2024-11-22,461.17,Entertainment,Expense for Entertainment on 22-Nov
2024-11-23,1147.45,Food,Expense for Food on 23-Nov
2024-11-23,836.21,Food,Expense for Food on 23-Nov
2024-11-23,111.9,Entertainment,Expense for Entertainment on 23-Nov
2024-11-24,804.04,Food,Expense for Food on 24-Nov
2024-11-24,551.55,Utilities,Expense for Utilities on 24-Nov
2024-11-24,619.01,Education,Expense for Education on 24-Nov
2024-11-25,890.74,Education,Expense for Education on 25-Nov
2024-11-25,573.51,Education,Expense for Education on 25-Nov
2024-11-25,579.11,Entertainment,Expense for Entertainment on 25-Nov
2024-11-26,725.41,Healthcare,Expense for Healthcare on 26-Nov
2024-11-26,336.91,Utilities,Expense for Utilities on 26-Nov
2024-11-26,389.85,Education,Expense for Education on 26-Nov
2024-11-27,836.09,Food,Expense for Food on 27-Nov
2024-11-27,257.96,Rent,Expense for Rent on 27-Nov
2024-11-27,840.72,Entertainment,Expense for Entertainment on 27-Nov
2024-11-28,702.24,Rent,Expense for Rent on 28-Nov
2024-11-28,585.77,Transport,Expense for Transport on 28-Nov
2024-11-28,271.15,Food,Expense for Food on 28-Nov
2024-11-29,584.25,Food,Expense for Food on 29-Nov
2024-11-29,612.04,Entertainment,Expense for Entertainment on 29-Nov
2024-11-29,659.84,Entertainment,Expense for Entertainment on 29-Nov
2024-11-30,1156.44,Food,Expense for Food on 30-Nov
2024-11-30,524.06,Food,Expense for Food on 30-Nov
2024-11-30,913.73,Entertainment,Expense for Entertainment on 30-Nov
2024-12-01,12147.31,Rent,Expense for Rent on 01-Dec
2024-12-01,13312.38,Rent,Expense for Rent on 01-Dec
2024-12-01,14325.59,Rent,Expense for Rent on 01-Dec
2024-12-02,209.17,Transport,Expense for Transport on 02-Dec
2024-12-02,599.23,Transport,Expense for Transport on 02-Dec
2024-12-02,679.14,Transport,Expense for Transport on 02-Dec
2024-12-03,348.79,Healthcare,Expense for Healthcare on 03-Dec
2024-12-03,526.58,Utilities,Expense for Utilities on 03-Dec
2024-12-03,1022.17,Education,Expense for Education on 03-Dec
2024-12-04,706.22,Food,Expense for Food on 04-Dec
2024-12-04,339.63,Education,Expense for Education on 04-Dec
2024-12-04,692.42,Entertainment,Expense for Entertainment on 04-Dec
2024-12-05,494.88,Transport,Expense for Transport on 05-Dec
2024-12-05,747.12,Utilities,Expense for Utilities on 05-Dec
2024-12-05,921.4,Food,Expense for Food on 05-Dec
2024-12-06,659.67,Entertainment,Expense for Entertainment on 06-Dec
2024-12-06,463.4,Food,Expense for Food on 06-Dec
2024-12-06,298.76,Entertainment,Expense for Entertainment on 06-Dec
2024-12-07,642.31,Entertainment,Expense for Entertainment on 07-Dec
2024-12-07,927.86,Entertainment,Expense for Entertainment on 07-Dec
2024-12-07,1140.88,Food,Expense for Food on 07-Dec
2024-12-08,680.19,Food,Expense for Food on 08-Dec
2024-12-08,311.5,Transport,Expense for Transport on 08-Dec
2024-12-08,692.34,Entertainment,Expense for Entertainment on 08-Dec
2024-12-09,329.2,Food,Expense for Food on 09-Dec
2024-12-09,378.06,Food,Expense for Food on 09-Dec
2024-12-09,474.09,Education,Expense for Education on 09-Dec
2024-12-10,71.63,Transport,Expense for Transport on 10-Dec
2024-12-10,972.34,Food,Expense for Food on 10-Dec
2024-12-10,81.61,Utilities,Expense for Utilities on 10-Dec
2024-12-11,567.14,Entertainment,Expense for Entertainment on 11-Dec
2024-12-11,515.1,Transport,Expense for Transport on 11-Dec
2024-12-11,280.97,Education,Expense for Education on 11-Dec
2024-12-12,726.5,Rent,Expense for Rent on 12-Dec
2024-12-12,461.73,Food,Expense for Food on 12-Dec
2024-12-12,781.8,Rent,Expense for Rent on 12-Dec
2024-12-13,439.87,Entertainment,Expense for Entertainment on 13-Dec
2024-12-13,683.52,Entertainment,Expense for Entertainment on 13-Dec
2024-12-13,483.12,Food,Expense for Food on 13-Dec
2024-12-14,919.77,Entertainment,Expense for Entertainment on 14-Dec
2024-12-14,951.95,Entertainment,Expense for Entertainment on 14-Dec
2024-12-14,1388.14,Food,Expense for Food on 14-Dec
2024-12-15,491.85,Utilities,Expense for Utilities on 15-Dec
2024-12-15,793.38,Education,Expense for Education on 15-Dec
2024-12-15,401.52,Food,Expense for Food on 15-Dec
2024-12-16,132.31,Transport,Expense for Transport on 16-Dec
2024-12-16,510.2,Entertainment,Expense for Entertainment on 16-Dec
2024-12-16,250.97,Rent,Expense for Rent on 16-Dec
2024-12-17,124.71,Utilities,Expense for Utilities on 17-Dec
2024-12-17,441.53,Food,Expense for Food on 17-Dec
2024-12-17,462.74,Healthcare,Expense for Healthcare on 17-Dec
2024-12-18,876.56,Healthcare,Expense for Healthcare on 18-Dec
2024-12-18,554.88,Food,Expense for Food on 18-Dec
2024-12-18,532.33,Rent,Expense for Rent on 18-Dec
2024-12-19,375.12,Education,Expense for Education on 19-Dec
2024-12-19,232.99,Transport,Expense for Transport on 19-Dec
2024-12-19,437.79,Rent,Expense for Rent on 19-Dec
2024-12-20,631.53,Entertainment,Expense for Entertainment on 20-Dec
2024-12-20,467.27,Food,Expense for Food on 20-Dec
2024-12-20,804.07,Food,Expense for Food on 20-Dec
2024-12-21,532.93,Food,Expense for Food on 21-Dec
2024-12-21,1006.91,Entertainment,Expense for Entertainment on 21-Dec
2024-12-21,690.38,Food,Expense for Food on 21-Dec
2024-12-22,395.08,Food,Expense for Food on 22-Dec
2024-12-22,208.69,Education,Expense for Education on 22-Dec
2024-12-22,85.25,Transport,Expense for Transport on 22-Dec
2024-12-23,529.81,Entertainment,Expense for Entertainment on 23-Dec
2024-12-23,690.71,Healthcare,Expense for Healthcare on 23-Dec
2024-12-23,1101.45,Rent,Expense for Rent on 23-Dec
2024-12-24,213.12,Utilities,Expense for Utilities on 24-Dec
2024-12-24,308.53,Utilities,Expense for Utilities on 24-Dec
2024-12-24,707.24,Entertainment,Expense for Entertainment on 24-Dec
2024-12-25,487.03,Healthcare,Expense for Healthcare on 25-Dec
2024-12-25,689.69,Food,Expense for Food on 25-Dec
2024-12-25,466.0,Healthcare,Expense for Healthcare on 25-Dec
2024-12-26,784.97,Food,Expense for Food on 26-Dec
2024-12-26,202.59,Transport,Expense for Transport on 26-Dec
2024-12-26,391.44,Education,Expense for Education on 26-Dec
2024-12-27,234.91,Entertainment,Expense for Entertainment on 27-Dec
2024-12-27,327.67,Food,Expense for Food on 27-Dec
2024-12-27,766.42,Food,Expense for Food on 27-Dec
2024-12-28,678.41,Food,Expense for Food on 28-Dec
2024-12-28,433.08,Food,Expense for Food on 28-Dec
2024-12-28,647.85,Food,Expense for Food on 28-Dec
2024-12-29,682.49,Transport,Expense for Transport on 29-Dec
2024-12-29,210.5,Food,Expense for Food on 29-Dec
2024-12-29,604.86,Healthcare,Expense for Healthcare on 29-Dec
2024-12-30,532.96,Food,Expense for Food on 30-Dec
2024-12-30,73.23,Rent,Expense for Rent on 30-Dec
2024-12-30,913.17,Transport,Expense for Transport on 30-Dec
